timestamp,open,high,low,close,volume,quote_updates,implied_move_1h_usd_1sigma,implied_move_24h_usd_1sigma,implied_move_4h_usd_1sigma,spot_opt,ask_last,microprice_last,mid_last,bid_last,spread_std,Set,Cluster,Model_ID
2021-01-01,28921.5,29673.5,28654.0,29325.0,19234.412,1363286.0,270.6768162541667,1326.040170041667,541.3536325083334,28987.11458333333,28964.0,28963.99801,28959.75,28955.5,2.0645657900833334,train,2.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-02,29325.0,33450.0,28967.5,32230.0,47478.703,1140288.0,236.71475669166668,1159.660737,473.42951338333336,29354.183125,29418.5,29418.02798,29418.25,29418.0,1.6600292459166666,train,2.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-03,32230.0,34820.0,32016.5,32963.0,46033.177,1787271.0,291.8924099583333,1429.9749285416667,583.7848199208333,30864.78895833333,32220.0,32218.44502,32218.25,32216.5,2.6135576239166665,train,0.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-04,32963.0,33616.5,27923.0,32024.0,55935.783,1731783.0,425.0377105125,2082.251024333333,850.0754210083334,33536.025416666664,33093.0,33092.50081,33092.75,33092.5,4.028573212416666,train,0.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-05,32024.0,34496.5,29905.5,34019.5,39382.593,1856261.0,384.65394917916666,1884.411806,769.3078983583333,31995.1375,32050.5,32050.05786,32050.25,32050.0,4.091855878916666,train,0.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-06,34019.5,37027.5,33364.5,36775.5,35442.508,1690503.0,341.75580695416664,1674.25468725,683.5116138958333,32322.93520833333,34098.5,34097.56135,34094.25,34090.0,4.109711071125,train,1.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-07,36775.5,40560.5,36301.0,39513.0,42640.062,1626087.0,463.8077347875,2272.184578,927.6154695791666,35072.57208333333,36893.0,36890.27273,36890.5,36888.0,4.196862642375,train,0.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-08,39513.0,42100.0,36524.5,40641.5,42481.307,1760774.0,652.0655080375,3194.455547208333,1304.131016,38369.59708333333,39544.5,39544.38542,39544.25,39544.0,5.554830005166667,train,1.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-09,40641.5,41475.5,38726.5,40074.5,24237.91,2095626.0,656.6671767083334,3216.9990275416662,1313.3343534583337,39982.167916666665,40645.5,40635.9633,40640.25,40635.0,6.250458088583333,train,1.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-10,40074.5,41363.5,35333.5,38169.5,38921.917,1634711.0,639.9571872208334,3135.137131833333,1279.9143744166663,40478.68270833333,40306.0,40305.74022,40305.75,40305.5,4.40413633275,train,0.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-11,38169.5,38278.0,30427.0,35377.5,102480.125,1478179.0,687.2296231375,3366.723825583333,1374.459246291667,39801.56791666667,38253.0,38252.84,38251.5,38250.0,5.805495541375,train,1.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-12,35377.5,36672.0,32620.0,34079.0,41680.581,2206916.0,597.93415075,2929.2671382083336,1195.8683014583332,34351.681875,35460.0,35437.97538,35448.5,35437.0,9.686011378416667,train,1.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-13,34079.0,37854.0,32453.5,37417.5,28523.867,1458961.0,561.3519137,2750.051509375,1122.7038273083333,34911.21,34081.0,34071.25,34071.25,34061.5,7.192611544541666,train,1.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-14,37417.5,40076.0,36739.0,39167.5,26054.385,1323069.0,520.6230252333334,2550.5215204166666,1041.2460505625,34826.333125,37424.5,37416.29781,37419.75,37415.0,5.63684325825,train,1.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-15,39167.5,39763.0,34512.5,36716.5,29517.886,1062085.0,601.23073415,2945.4170327083334,1202.4614682833333,38811.957916666666,39149.5,39149.00016,39149.25,39149.0,5.3118719634166665,train,1.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-16,36716.5,37992.5,35380.0,35995.5,22611.161,1095076.0,585.4804218125,2868.256575791667,1170.9608435833334,37775.688125,36766.0,36760.01084,36762.75,36759.5,5.756692547833333,train,1.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-17,35995.5,36841.5,33847.5,35871.5,25196.683,948937.0,538.3767271833334,2637.496542,1076.7534544208334,37103.4025,36026.5,36026.48992,36025.0,36023.5,4.850548263833333,train,1.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-18,35871.5,37489.0,34802.0,36662.0,17624.22,1248614.0,457.3596047125,2240.595321,914.7192094125,35847.02958333333,35861.0,35860.50385,35860.75,35860.5,3.6483636649583335,train,0.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-19,36662.0,37920.0,35857.0,35891.5,14428.404,1185056.0,430.8614035583333,2110.7811771666666,861.7228070875,36323.71083333334,36670.0,36663.2249,36666.5,36663.0,3.3531293549583334,train,0.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-20,35891.5,36418.0,33370.0,35474.0,22964.047,1167271.0,444.073735275,2175.508119125,888.1474705583333,37082.128541666665,35903.0,35902.50039,35902.75,35902.5,3.287532114333333,train,0.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-21,35474.0,35576.5,30130.0,30911.5,46278.641,1290653.0,376.9716746666666,1846.776500875,753.9433493458333,35331.565,35510.5,35508.02964,35509.25,35508.0,3.378961947666667,train,0.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-22,30911.5,33777.0,28913.5,32969.5,32191.36,1536537.0,377.3747279041666,1848.7510502916664,754.7494557833334,32929.73375,30848.0,30846.01064,30845.25,30842.5,4.474829658458334,train,1.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-23,32969.5,33445.0,31395.0,32099.5,18594.629,1505814.0,400.13502095,1960.2532590416668,800.2700418916667,31993.89791666667,33000.0,32999.50124,32999.75,32999.5,4.24854888425,train,1.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-24,32099.5,33065.0,30939.5,32224.5,18424.263,1143671.0,349.807762725,1713.7010534583333,699.61552545,32445.208958333333,32121.5,32121.00009,32121.25,32121.0,3.091437592,train,0.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-25,32224.5,34820.0,31949.0,32284.5,25401.502,1120523.0,348.170354725,1705.6794253333337,696.34070945,32339.467083333333,32302.0,32301.99877,32301.75,32301.5,2.309517130458333,train,2.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-26,32284.5,32895.0,30841.0,32471.0,29124.146,1265178.0,335.7899842833333,1645.028244375,671.5799685541666,33470.83875,32281.0,32267.03491,32274.0,32267.0,2.8574919708333333,train,0.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-27,32471.0,32529.0,29273.0,30375.0,43556.661,1331192.0,338.47284352916665,1658.1715168333333,676.94568705,32059.063125,32515.0,32514.58044,32514.75,32514.5,3.045669026958333,train,0.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-28,30375.0,33733.0,29846.5,33359.0,33807.181,1225164.0,377.7104913958333,1850.3959488333333,755.4209827541666,31135.616250000003,30399.0,30398.94071,30396.5,30394.0,3.966734633208333,train,1.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-29,33359.0,38632.0,32012.0,34222.0,84262.848,1147802.0,378.6293520958333,1854.8974285416668,757.2587041916667,31980.717083333333,33456.5,33456.46324,33455.25,33454.0,3.1476197019166663,train,0.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-30,34222.0,34911.5,32826.5,34307.5,27075.192,1754131.0,539.4289023,2642.6511263333337,1078.8578045541667,35304.753958333335,34283.5,34279.05556,34281.0,34278.5,6.810092369041667,train,1.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-01-31,34307.5,34379.5,32232.5,33128.0,24735.947,930459.0,382.475502775,1873.7396419166669,764.9510055791667,34153.61625,34333.5,34329.51052,34330.75,34328.0,5.299021938958334,train,1.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-02-01,33128.0,34680.5,32344.5,33556.0,22624.341,880129.0,355.447518175,1741.330099666667,710.8950363375001,33462.30604166666,33131.5,33129.86401,33130.5,33129.5,3.5567242586666663,train,0.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-02-02,33556.0,36023.5,33461.5,35506.5,20788.251,1182241.0,363.74139352083336,1781.9616249166666,727.4827870458333,33771.88875,33563.0,33562.98239,33562.75,33562.5,3.5656636785416667,train,0.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
2021-02-03,35506.5,37641.0,35420.0,37602.5,21448.297,1011456.0,351.0416135666667,1719.7456634583332,702.0832271333334,34810.356875,35544.0,35540.66667,35541.5,35539.0,3.4714814471250004,train,0.0,bgmm_wf_4y_20210101_20241231_20250101_20251231_corr_2_tied_K4
